"","sample_type_stool","treatment_stool","visit_stool","antibiotics_stool","age_stool","sex_stool","NSAIDS_use_stool","BMI_stool","interaction_stool","subject_stool","sample_type_swab","treatment_swab","visit_swab","antibiotics_swab","age_swab","sex_swab","NSAIDS_use_swab","BMI_swab","interaction_swab","subject_swab","sample_type_tissue","treatment_tissue","visit_tissue","antibiotics_tissue","age_tissue","sex_tissue","NSAIDS_use_tissue","BMI_tissue","interaction_tissue","subject_tissue"
"ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",-5.73903861501047,-0.100177940511087,-0.510667984374916,0.0257711863374542,1.07442221348161,-0.311921721556517,0.231792838938474,-0.0832055799489118,1.64418701263241,4.14624147167146,0.0819137349674978,0.299109934975892,0.190333465748546,0.051229547309118,1.81069735935012,-0.110354778935392,0.528910907509496,0.0225717336340889,0.118560885564581,2.43883402539742,6.46358028695178,-0.161845797704466,-0.0897655315632569,0.614600221116517,1.75482373822354,0.251926302815203,1.29579077641391,0.0711309133454286,0.380497861478554,10.0682053785865
"ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",-13.1343609225936,-0.6834461488177,-1.95584190758947,0.421572936918843,1.37551648958063,-0.357558081295725,0.355585049714397,-0.0146797943852822,2.35130575840825,4.62264565188199,-1.74247630416918,0.244068781537587,-0.169265154764618,0.246446797766885,1.46681352110081,-0.212137643533391,0.464197328313695,0.172752750239388,0.150662423215435,3.55674505431249,5.55463272137579,-0.254282899218449,-0.45640095872935,1.04234746396327,1.2627150435046,0.0482797028088189,1.38945860231295,0.0252019539971979,0.475986202505658,8.26060176763996
"ARO-PWY: chorismate biosynthesis I",-16.2345974633286,0.278323020406857,0.325235730063005,-0.624937895519143,0.230692464934569,-0.388951190334156,0.0661150624266785,1.38971345140653,-0.192403482800533,1.26701987478649,-27.1079253320943,-0.479247405073354,0.197950246205481,-0.797205162030205,0.665755548047626,-0.691955749828463,-0.383294854757558,2.22405623499246,0.283230680833522,0.944637168760484,-5.93904347722724,-0.195981122653837,-0.466589219661223,-1.05672263501831,0.10637424016233,-0.306750288195081,-0.315565594785798,1.03918170917847,0.380628404414969,20.2871139561814
"ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis",4.45457240476557,0.0298797213815861,0.814042791716979,1.01058763550787,-0.799641953646622,1.45377526516184,-0.220752453200159,-1.22566320469353,-0.709869224890699,1.84186289934929,13.2346281441354,0.718875193981722,1.60452297838585,1.34641447001763,-0.519586677341325,0.750868191492915,0.0439600879322213,-1.44079449593663,-2.18179015004766,1.13519214880084,7.9211844290877,0.239788600508399,0.711112511886031,0.140510079603804,-0.695910271436103,0.605972319718735,0.0168439696622074,-1.03552883449454,-0.312547844004051,23.9294278597235
"AST-PWY: L-arginine degradation II (AST pathway)",-7.70570382974985,0.243513516462941,-0.262737137005246,0.0334661083296254,-0.281999366241822,0.398749842003098,0.0783389935869974,-0.463077064185951,0.133255361886591,12.5410082627789,-0.0427874822502961,0.733338306614808,-0.426594877557568,0.030303806452893,0.100536326622611,0.362782223997579,0.382712744766605,0.0132304616041216,-0.396402682760672,6.86898810513157,7.02601712223567,0.462598300479098,-0.000163860216386273,0.317376588919162,-0.27149169812799,0.426532325053211,1.09061965178751,-0.154850031307168,-0.116518541136476,17.2483358446097
"BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I",-0.628791655853068,-0.103612717372263,-0.298735679636127,0.0964025973942151,0.406680526930576,0.891359301616403,-0.145439377525489,0.149516603566437,0.905913042178263,10.7176435719091,9.4638866492444,0.091756725923087,-0.836231506296548,0.0051507146134177,0.886445466128139,0.88471717713539,0.19652694339905,0.264981831219013,0.837754048777796,7.36150944101578,23.6878766166975,0.383811904122522,0.351969161722078,0.723660029717876,0.0579541186618678,1.37966174697106,0.799816513333323,-0.156177006108819,0.0288894374473211,21.1121466718341
"BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis",0.227418214933541,0.0726560719569902,0.431828887931619,-0.390481782071458,0.289094895179363,-0.71179824962082,-1.10598178354096,-0.0215077428701822,-0.273723327729144,4.69565441181605,-0.0341476234646307,-0.59526926837611,0.224455225954093,-0.155463337398689,0.544155537070572,-2.02484715315141,-0.249920906405145,0.803763693904122,0.278587844646089,5.93200142074365,-0.330561785122615,-0.440040554246188,0.00443869277825653,-0.0558361917846222,0.676984595935552,-0.977910544620813,-0.862432881769385,0.93194458187898,0.286171355907469,19.9779504413176
"CALVIN-PWY: Calvin-Benson-Bassham cycle",0.279756142191362,-0.0634212044472863,1.70025994767095,-0.0092345287793904,0.497272348475977,-0.932582720959654,-0.402067118540653,0.0379932804017541,-0.321768733440484,6.12491302161039,-0.862707012534057,-0.144209510573378,2.95024431931295,-0.000400737238507471,0.265453607501764,-0.920436246147443,-0.558771872351789,0.0395988933126032,-0.561149852987841,6.09753716419249,-2.49137148801295,-0.549157362389012,0.315285965611385,-1.70611087256076,0.660583040518204,-0.71862662768898,-0.976016401550095,0.450139967188812,0.279199713357372,22.0830074246978
"CENTFERM-PWY: pyruvate fermentation to butanoate",-55.25137218046,-0.0918480491304567,-0.288814491556933,-1.7240030599346,-0.251651866836856,-0.229516711519903,0.905073627324331,0.00925796800142392,0.154874879096883,2.80974647480585,-68.1079785221402,-0.0337296222031418,0.584280471437497,-0.493877962688424,0.267440920080802,1.80363862468103,0.773211282046538,0.0446656279315764,-0.56141360964614,6.56513579194977,-4.92717628741182,-0.0949093552684704,0.119205872055942,-1.01712250862189,0.089844444587917,0.88494578431405,0.870721445710371,0.0480243773323393,-0.223178173043557,22.9278300134723
"CITRULBIO-PWY: L-citrulline biosynthesis",-8.80819497864407,0.118159213686634,-0.281975277937445,0.279556477204922,0.0692028107987856,-1.67581606225576,-0.599697131067826,1.22068900834438,0.200813900287477,4.49338759439641,-6.46753083128779,0.496753992521379,0.0781770108307621,0.386753486725743,-0.0645174691700969,-0.249925045220213,-1.10514303854513,0.243080747321326,0.10502309866879,3.09551599659374,0.809825488738758,-0.179482720080168,-0.987781846393905,0.900710958629863,-0.658103698154397,-0.986701053770692,0.12515176564624,-0.215116299383409,0.68001712496061,15.7612252344333
"COA-PWY-1: coenzyme A biosynthesis II (mammalian)",2.33827445943825,0.0236970214325305,1.55404824637998,-1.00503673948625,-0.257557562848703,-0.365609248267029,-0.0149489597095641,0.438561313510464,-1.30075623748973,3.36594930614916,-3.99292988737615,-0.10977201408841,1.26011954859517,-1.20248531334046,-0.717511204754538,0.0560292097345063,-0.278781815944632,0.805143825356089,-0.620512076712395,3.3116557217818,-25.1346984385795,0.239683215412349,0.713889142886258,-1.39820122169857,-0.744913500136307,-0.781368632921292,-1.10784920249121,0.498188757627672,-1.05687754967952,14.8879235371832
"COA-PWY: coenzyme A biosynthesis I",8.35603492806429,0.620277685145733,0.130494780505055,-0.158644895347299,-0.483633391294162,-1.01232808001373,-0.600582277841804,0.0249643003615865,-0.613441825689382,3.18520984432744,1.48809309605944,-0.210340489362785,-0.261632073730272,0.0481803005486877,-0.23300477940637,-1.23100823416273,-0.615801096624244,0.97188705173892,0.261449588126688,5.73830374823459,-5.34489281480167,-0.0330693637970979,0.158254627984963,0.0176072161553866,-0.479331834100092,-2.14225617293859,-0.44281581261855,0.65277343679238,-0.0403939500853511,11.0494930081808
"COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I",-6.54749056786263,0.561771539796175,0.212197451950188,-1.91839467119043,-0.804643379708365,0.653673133210524,0.0631440191967068,-0.399652363888808,-0.165741092456871,2.88471657418343,-0.675628709010874,0.512748723806212,0.467219608913173,-1.60095342313055,-0.657702623918469,0.641352165927106,0.174259583596175,-0.667748727367218,-0.358906224522504,3.89983643377495,9.32263136478064,-0.0572701813244375,0.839643622880796,-1.16877064815774,-0.723102860762991,1.17232038036922,0.113220223913749,-0.525080560739363,-0.0343732778384627,21.6493646054895
"COLANSYN-PWY: colanic acid building blocks biosynthesis",-3.40053714658413,-0.819589267563483,-0.607843394880936,-0.0293436366157822,-0.0952755880148149,0.294346707089591,-0.248529464925748,0.00703175724438799,0.909401788503296,2.3469163260565,0.717856728929619,-0.492715316128637,-0.250387401222984,0.146677940293419,-0.0953930852525239,0.405874396168921,0.17736603043064,-0.413419389829118,0.105640228651719,0.928471427579927,17.4731346861297,-0.725204551827099,-0.140686962826109,0.444563904615843,0.0477300514123322,1.4564047709872,0.326637663458339,-0.57132950493592,0.791346640768302,22.0753654850606
"COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis",-12.0477389073096,0.439983281709618,0.544854212640319,-0.553026855479213,0.134120346709343,-0.317459040290255,0.116254074719662,1.46683393697077,-0.387478640225789,1.37282346843569,-24.1970766858934,-0.26756735291998,0.306296703128201,-0.77290800187607,0.383057780953398,-0.628565719028815,-0.200330004924088,2.16262527394039,0.209542864891378,1.4261161533736,-8.08925518001432,-0.16325394278915,-0.518526600334993,-0.83025469063189,0.0315819050592947,-0.329407030218913,-0.359034503881596,1.12008629954959,0.415252221302803,18.7235506893672
"CRNFORCAT-PWY: creatinine degradation I",-9.47759480101582,0.326343769047038,0.00656985873924588,1.07279683072788,-0.212358566861383,-0.436766279563264,1.48885075937649,0.035646650767448,-0.18812182337932,5.84738784974115,-20.0993391021158,0.632572957496697,0.766850136389082,0.326100993032099,-0.6683704989102,-0.216858325256684,1.47122721890046,-0.122603312831332,-0.797622813795354,11.2303643528693,-2.95901295947696,0.640959119627434,-0.0342593692834976,0.630374770315423,-0.253405827730035,-0.101299004895911,1.42409043538271,-0.410289406692376,-0.5077058546479,33.2761417632863
"DAPLYSINESYN-PWY: L-lysine biosynthesis I",0.759651961072526,-0.0586814922823704,0.479382987342076,-0.0730898987312618,0.107783443812668,-0.0504429816958512,0.0178989309802978,-0.53032819723897,-0.00488017223320289,2.90140109539182,5.66257173574355,0.224333628828995,0.604977870176962,-0.472263716449573,0.191457913472665,0.533911157096817,0.0295769546343515,-0.339088671740743,-0.217127345168936,3.32719297577297,3.60836601609006,-0.150589201638189,0.471593079234708,-0.117325882659512,0.173705873346956,-0.00458557501091007,0.385312666535842,-1.90110957077377,-0.219214887078551,8.47695780215165
"DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II",-63.161326601024,0.209846566362916,-0.0427658436950466,-1.23048573630604,-0.0429238368504175,-0.292270708294047,-0.982749932685005,2.0689960063363,-0.154887888970738,2.97546065047802,-96.5669735987748,0.0409847439956301,0.137481777938515,-1.49176951355532,0.18132393288269,-0.45126027999096,-1.48313000227693,1.72444722897941,-0.436237038043428,3.82270857201817,-15.7291666400772,-0.756157490470159,0.0938819849432397,-1.73870463766171,0.0792904059004388,0.182985118451989,-1.52046388652688,0.029287722982428,0.189529367992798,22.9979676336946
"DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I",9.57105212914713,-0.0620387598408883,0.333162839179143,0.321837725097271,-0.257766514784796,-0.00110934692594847,-0.165684611356637,-0.302298829398058,-0.529540798560132,6.6664626443686,12.5311721804059,-0.083780976954892,0.634674154875604,0.434588349177554,-0.476073911562431,0.0140318423410972,0.102259139775571,-0.359716364208817,-0.678855328575736,5.26405358618202,1.0961445448869,0.063404691812199,1.14862372092696,-0.205758823420698,-0.558254711815379,0.387606420360792,-0.157261947584684,-0.418837743886137,-1.24506805702414,12.250895724754
"ECASYN-PWY: enterobacterial common antigen biosynthesis",-20.0140202657413,-0.178241114835922,-0.730100589024256,0.23798527751898,-0.252135595212792,0.815130171752513,0.279752583919815,-0.721528925530947,0.589729064020609,12.6217227191285,-2.61989525628872,0.111285491034574,-0.903642245255375,0.0630800093563235,0.184724961414941,0.374865462978732,0.606449574047839,-0.486062255698741,0.019758085707956,15.623788091629,10.3972841334792,-0.0109973440156327,-0.819109140673647,0.478214326739754,-0.592470839867377,0.754030232809043,1.38080708982104,-0.704089223639067,0.444153368900052,17.1397305302493
"ENTBACSYN-PWY: enterobactin biosynthesis",-10.6893643517286,0.11629077899676,-0.204256485841189,-0.0459781303885999,-0.0253295323988763,0.867449323523334,-0.0951048014849043,-0.49940295535824,0.114149339567339,13.7448605053977,-0.0968909342003835,0.112410502889985,-0.527072581099114,0.0131034087010404,0.346888356847061,0.717185922069016,-0.0489483593065525,-0.251024813780746,0.0193561872549408,14.3822002029205,14.2790103088175,0.531801494368354,-0.0710372397327234,0.422877187250057,-0.0776805261485754,0.83660778934394,0.94773810129614,-0.281615721992933,-0.0740921324128035,22.2018272974039
"FAO-PWY: fatty acid &beta;-oxidation I",-3.35983677659724,-0.287468812040552,-0.328522238709925,0.0187187545686905,-0.133843975679222,-0.582231732668385,0.781652367113348,-0.468893686298073,0.793396793467437,1.3660761563652,-0.905748460529009,-0.136729894859557,-0.0798210487204848,0.0302191194329474,-0.151083823930178,-0.00222175363312602,0.770119073456928,-0.793608956317333,0.661498399331478,1.14718431998793,2.76824783299142,-0.782256446832509,-0.550976737142985,0.886247735480882,0.40453987049177,0.0229007524234741,1.47998823383746,-0.0742497068651758,0.298334368901665,8.75028483208765
"FASYN-ELONG-PWY: fatty acid elongation -- saturated",0.643980344315811,-0.45571395467655,-0.280572054059502,0.228306270365586,0.536604907438936,1.81149215386821,-0.0631259454530606,-0.015430844870813,0.601127755969797,7.08287145561296,13.2714665464824,-0.144853851708046,-0.590176656460974,0.124423188183086,0.673944133953298,1.78788775477906,0.317272371774452,0.0547324304190011,0.474972663426392,5.12233362875765,22.4548696210959,0.0599585972833169,0.113142816992419,1.19790595488724,0.375454267725973,1.34937869137662,0.632267290622368,-0.108816155835041,0.288215996271864,14.3135231486502
"FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)",0.199130366882097,-0.468754276201663,-0.331904149528725,0.474068272844068,0.945969179229355,1.42252799480749,-0.250979827542799,0.178535683835434,0.794835201522574,5.76891150644127,11.7537631521561,-0.125766953665235,-0.82696507823033,0.355271421813215,1.13838347165104,1.44756262613397,0.109035799122441,0.300126412223859,0.564528316813399,2.50535180826044,19.3001552321487,-0.0310596326888698,0.0448448302291788,1.22947248866717,0.394529072409574,1.36413340521488,0.683945354956805,-0.0599823910865494,0.419192028749309,12.995119263178
"FERMENTATION-PWY: mixed acid fermentation",-13.4398915216858,-0.273450565219883,-0.832706297348073,-0.372730348421807,0.458936528176602,0.297115683291357,0.466944827250773,-0.132714176768505,1.66920826463614,2.86927657722245,-2.07221144531457,-0.0309424866485181,-1.04065081690977,0.140584521944958,0.633554544265904,0.404956849421287,1.13016843567904,-0.0913569084638819,0.838100512718844,0.814225559574315,8.60693565734394,0.262061954046751,-0.0375472928272318,0.0245904165269277,0.753997997199853,0.7340081378175,1.29791837226295,0.264950879576293,0.200483217088802,16.9958523925698
"FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage",-32.4278695415847,-0.426886908409205,-0.457584101086744,-0.00456837291499276,0.205936255314732,0.830029691748928,0.0288548419669411,-1.91905201456279,0.536987253256284,8.91358470456847,-11.1107504502587,-0.0986336685615088,-1.14633527575398,-0.035656741686185,0.159870668589609,0.165321017833608,0.526814442090592,-1.96691489998253,0.253958374812538,7.36122527772242,13.4946759786981,-0.0894465923439128,-0.276771652356909,-0.0217039747772318,0.114840061925655,1.22121571373525,1.0703252934593,-1.38319806673543,0.186584918247383,22.2744191095518
"FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation",-7.04530841890684,0.0934907300735079,-0.430489758522127,-0.0497854759409821,0.449097344314394,0.662510656595525,0.132493360201719,0.253871416797771,0.185126158699032,12.2516557122211,1.07005251967049,0.388963504282916,-1.01444535124496,0.0735706884654476,0.931317663962242,0.384512928744533,0.494034681378055,0.378381774294101,-0.0936737752067045,11.3287800743478,15.700412248236,0.257266432341946,-0.228798729585506,0.327879558887232,0.131183596606313,0.907911805488126,0.907922402318169,-0.0791418543568447,0.159652824009805,22.5189131625135
"FUCCAT-PWY: fucose degradation",0.784819322094408,0.0494308557749146,-0.595325802180378,0.146613638374023,0.0200422384302127,0.666653807698732,0.0369058417185261,-0.169146944808142,0.232885876147416,6.94842339891842,8.7098083398517,0.266688725221505,-0.985541847100934,0.133897687204825,0.483531807717406,0.19267024488246,0.207033818219786,-0.126824502352095,-0.0130442910736457,3.8395165875211,7.83458306508852,-0.0832887047179031,-0.65036945230083,0.236017586744312,0.0726365329461315,0.468442007963214,0.317807991281104,-0.241149687700941,0.649654350623746,14.1185519995973
"GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation",2.13968484170791,0.0381307668420777,0.192094306195256,0.0478968653423522,-0.127023336149303,1.20269488524417,-0.314545923791654,0.190106464760745,0.346778481784228,4.75148241283441,11.5969515973158,0.132049552974517,0.792586078229991,0.0339414593271478,0.0448166352665886,1.07395346740129,0.124533750591769,0.26233722977671,0.0299191685938181,2.82277504483014,10.0259946582985,0.273347453389154,1.74937388611091,-0.328109513754487,-0.970747398675147,1.3813849850116,0.238789562917216,-0.146921018158594,-0.53299628366416,32.9673459781214
"GALACTARDEG-PWY: D-galactarate degradation I",-1.73228136265467,-0.010107320884827,0.519180314458798,0.111714333587585,0.14935633542309,0.226886326787379,1.14732238059407,-0.685935014331393,0.231679586549817,19.8613928068451,0.101633064361271,0.462102764773234,-0.0349719797982411,-0.0691238484420295,0.212661492165757,0.438924688965616,1.55216216393212,-0.647357583270426,0.281579384532406,9.20000390984437,1.79593895417654,0.0809331359483202,-0.140585574525207,0.257266567610901,-0.311749099625273,0.753541859658925,2.75778515317256,-0.454450164824755,0.19199209907607,19.1144449551203
"GALACTUROCAT-PWY: D-galacturonate degradation I",8.7921218709211,-0.598781336640551,-0.0129869899555011,0.263855951170252,-0.220570916526791,0.608555817672364,-0.112129917316225,0.00133969177481089,1.03240824398995,8.14977672241495,23.3749090316465,-0.319147625746688,0.518163473928476,0.124611812247862,-0.0970179550578643,0.432250410187397,0.188597976007637,0.06375284462177,0.349119299103156,5.62215773527793,10.6622940510052,0.230690752474424,1.28057831892571,-0.281648430178711,-0.71371025408383,1.08263401998398,0.305693791696344,-0.0779683558468958,-0.255211980466114,30.9563742747983
"GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation",-2.4083191299838,0.178423792066155,2.1753630362867,0.23260755068135,0.197268487523661,0.324753820126785,-0.317857571887945,-0.711625866820161,-0.580061715920452,4.72963675196267,2.71577103994798,-0.0835351609304005,1.31784073716036,0.284762810395227,0.206259154110484,0.262154088885672,0.00579793716789759,-0.596546606369094,-0.179078837186836,2.73139870467862,22.4234602552557,0.472407000183984,3.35634814640956,-0.0761949271866797,-0.792889063398292,0.918178964642873,0.0772760335540921,-0.207691835096556,-1.40032075527293,24.010288647913
"GLUCARDEG-PWY: D-glucarate degradation I",-1.36291701590239,-0.142411064642285,0.154266226280308,0.129631694854683,0.281355126380234,-0.00968452622251922,1.52682362946861,-0.338844841105243,0.319154752851446,15.2278939910695,0.684577250235757,0.415869714791624,-0.0253060115079111,-0.0597844573106799,0.340683666000143,0.0147421364090805,2.33947776918429,-0.258523703742772,0.0796869011403297,7.18525961438899,3.24548950611479,-0.0259925966738077,-0.429995188047953,0.522051324707858,-0.474258158868543,0.469933598990371,3.3619707749191,-0.284595142468524,0.150646551074128,24.3024451621938
"GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation",-1.73228136265467,-0.010107320884827,0.519180314458798,0.111714333587585,0.14935633542309,0.226886326787379,1.14732238059407,-0.685935014331393,0.231679586549817,19.8613928068451,0.101633064361271,0.462102764773234,-0.0349719797982411,-0.0691238484420295,0.212661492165757,0.438924688965616,1.55216216393212,-0.647357583270426,0.281579384532406,9.20000390984437,1.79593895417654,0.0809331359483202,-0.140585574525207,0.257266567610901,-0.311749099625273,0.753541859658925,2.75778515317256,-0.454450164824755,0.19199209907607,19.1144449551203
"GLUCONEO-PWY: gluconeogenesis I",0.588554755761011,0.0923474661554417,0.434291216313912,-0.124669596508757,0.440729770811412,0.353103551343922,-0.750219401746004,0.486322736454833,0.0279770173276429,2.17104928998678,0.0544433707066834,0.0944014605227103,0.299540245709809,-0.267823990262267,0.71140834684324,0.731890919362209,-0.976063321974718,0.322168083570176,0.0425681954130403,2.8029226809326,-1.29557407893371,-0.190195547861925,-0.100282276255141,0.0406775379721579,0.968534834551679,0.508546882688389,-0.33098889205071,0.125504318646667,0.356047921723483,40.695230503288
"GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation",3.70514274488536,0.146955458133479,0.00445531995930297,0.709856655065164,0.0504674525343582,1.02226755512711,0.150427835418015,-0.0788848289339831,0.345675606857424,5.83998337206567,20.9483545697912,0.484829273445976,-0.180788100077857,1.01003246747155,0.21583038110542,0.553881730774659,0.57327158699927,-0.00901687579911756,0.134131072758869,1.41419969463593,19.0148027729761,0.335666277495797,0.113579161660159,0.302364106335387,-0.113697534328378,1.28312582616098,0.648880844812002,0.00465543078670367,0.128926326888098,22.3032134250221
